957,树华奖学金,树华教育基金会,中国教育发展基金会,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区,新疆兵团",2018.08.31-2019.08.30
956,尚乘•北大光华青年实践平台项目,尚乘慈善基金有限公司,北京大学教育基金会,北京市,2018.09.30-2019.09.29
955,2018百贤亚洲未来领袖奖学金,百贤教育基金会有限公司,北京大学教育基金会,北京市,2018.09.01-2019.08.31
954,2018北京大学-嘉里集团郭氏基金奖学金,郭氏基金有限公司,北京大学教育基金会,北京市,2018.08.15-2019.08.14
953,2018北京大学法学院普通法课程奖学金,香港大律师公会,北京大学教育基金会,北京市,2018.08.10-2019.08.09
952,百贤亚洲研究院暑期优化课程2018,百贤教育基金会有限公司,北京大学教育基金会,北京市,2018.08.10-2018.12.31
951,海外华裔青少年中国寻根之旅夏令营——江门营,圣马丁华人会馆,江门市外事侨务局,广东省,2018.07.20-2018.07.29
950,浙江大学光华奖学金,光华教育基金会有限公司,浙江大学教育基金会,浙江省,2018.07.17-2018.09.15
949,法学院黄乾亨奖学金、法学院黄乾亨奖教金,黄乾亨基金会,浙江大学教育基金会,浙江省,2018.07.10-2018.12.31
948,医学院图书基金,香港浙江大学教育基金会有限公司,浙江大学教育基金会,浙江省,2018.06.25-2019.06.24
947,麻风康复项目中韩第四轮合作,圣家小婢女会,荆州市荆州区皮肤病防治院,湖北省,2018.09.01-2019.08.31
946,校园青年生殖健康素养教育促进,亚洲基督教高等教育联合董事会,四川大学,四川省,2018.09.12-2019.09.12
945,西北农林科技大学倪李氏奖学金,财团法人成功文化基金会,西北农林科技大学教育发展基金会,陕西省,2018.05.23-2019.05.23
944,西北农林科技大学香港思源奖助学金,思源基金会,西北农林科技大学教育发展基金会,陕西省,2018.07.17-2019.07.17
943,粤港澳大湾区香港青年实习计划,香港青年协进会,广东省人民政府港澳事务办公室,广东省,2018.08.13-2018.08.31
942,日本黄河森林绿化网络验收造林绿化项目,黄河森林绿化网络,鄂托克前旗妇女绿化协会,内蒙古自治区,2018.08.15-2018.08.22
941,香港慈恩基金会赴毕节市2018年持续资助优秀贫困生,慈恩基金会有限公司,毕节市民族中学,贵州省,2018.08.10-2018.08.30
940,摘星计划助学启动并夏令营,摘星计划,广东肇庆中学,广东省,2018.08.18-2019.08.17
939,韩国新思路支持 “为了明天-关爱儿童”项目,新思路,中华慈善总会,"山东省,山西省,河南省,湖北省",2018.08.11-2019.08.11
938,青年志愿者成长计划,UPS基金会,杭州市上城区亲民社会工作服务中心,浙江省,2018.06.15-2018.12.31
937,“法语世界校企合作的优势与展望”国际研讨会,法语大学联盟,同济大学,上海市,2018.06.07-2018.06.07
936,流动儿童及妇女文化建设，提高生活技能，融入社会项目,德国米苏尔社会发展基金会,兰州穆睿流动人口服务中心,甘肃省,2018.07.31-2019.07.31
935,巴东木莲内在濒危机制研究及综合保护,国际植物园保护联盟,中国科学院武汉植物园,湖北省,2018.07.23-2018.12.31
934,2018「四海一家‧丝路长安」陕港同行青年交流活动,新家园协会有限公司,陕西省海外联谊会,陕西省,2018.08.05-2018.08.10
933,摘星计划助学启动,摘星计划,中国人民政治协商会议广东省河源市委员会办公室 ,广东省,2018.08.07-2019.08.06
932,江苏省溧阳中学田小丽基金——菡子作文奖学金捐赠活动,美国慈善援助基金会,江苏省溧阳中学,江苏省,2018.08.15-2019.08.15
931,香港摘星计划启动仪式、座谈会,香港摘星计划,南宁市教育基金会,广西壮族自治区,2018.08.03-2019.08.01
930,慈恩基金会善缘广结助学金大理弥渡2018,慈恩基金会有限公司,弥渡县侨办,云南省,2018.08.06-2019.08.05
929,开展慈恩基金会2018年贫困学生资助活动,慈恩基金会有限公司 ,云南省文山州富宁县教育局,云南省,2018.07.31-2019.07.31
928,为预防艾滋病母婴传播提供免费药物,贝利马丁基金会,云南蓝天艾滋防治中心,云南省,2018.10.01-2019.09.30
927,摘星计划助学启动,摘星计划,南雄中学,广东省,2018.08.09-2019.08.08
926,沁阳与天邻医学交流及义诊服务,天邻基金会,沁阳市中医院,河南省,2018.08.10-2018.08.12
925,沁阳与天邻医学交流及义诊服务,天邻基金会,沁阳市中医院,河南省,2018.06.12-2018.06.17
924,粤港澳大湾区青少年音乐交流晚会,中国21世纪友好协进会,中山市归国华侨联合会,广东省,2018.08.02-2018.08.02
923,澳门中山青年商会肇庆商务考察活动,澳门中山青年商会,肇庆市海归协会,广东省,2018.08.01-2019.07.30
922,澳门工商联会肇庆商务考察活动,澳门工商联会,肇庆市海归协会,广东省,2018.08.01-2019.07.30
921,提高老年人健康和生计的能力建设项目(II),嘉道理慈善基金会,赤峰贫困乡村发展促进会,内蒙古自治区,2018.07.20-2019.07.20
920,黄廷方慈善基金有限公司向河南财经政法大学捐款,黄廷方慈善基金有限公司,河南财经政法大学,河南省,2018.07.26-2019.07.26
919,助学活动,亚基思国际基金会,广西慈善总会,广西壮族自治区,2018.07.17-2019.07.17
918,河南省农村地区学前融合教育试点项目（一期）,贺理士嘉道理爵士国际基金会,河南省郑州市管城回族区奇色花福利幼儿园,河南省,2018.06.25-2019.06.25
917,摘星计划助学启动并夏令营,摘星计划,梅州市海外联谊会,广东省,2018.08.09-2019.08.08
916,香港善启慈善基金会在七星关区开展爱心扶贫活动,善启慈善基金会有限公司,中国共产主义青年团毕节市七星关区委员会,贵州省,2018.07.31-2018.08.02
915,香港善启慈善基金会2018年七星关区爱心扶贫活动,善启慈善基金会有限公司,中国共产主义青年团毕节市七星关区委员会,贵州省,2018.07.31-2018.08.02
914,美国国际教育交流协会（CIEE）“来华任教”项目,美国国际教育交流协会,上海徐汇区百辉教育进修学校,上海市,2018.06.05-2019.01.01
913,《企业社会责任》课程开发,罗尔•瓦伦堡人权与人道法研究,武汉市武昌区东湖社会发展研究院,湖北省,2018.05.28-2018.12.31
912,残障者权益保障机制研究,罗尔瓦伦堡人权与人道法研究所,武汉市武昌区东湖社会发展研究院,湖北省,2018.05.28-2018.12.31
911,艾滋友好环境营造,粮惠世界,爱德基金会,"云南省,上海市,江苏省,江西省",2018.07.26-2019.06.30
910,第二期社区发展防治艾滋病项目,粮惠世界,爱德基金会,云南省,2018.07.26-2018.12.31
909,工业污水治理和土壤环境保护项目,绿色和平,南京大学(溧水)生态环境研究院,"江苏省,浙江省,安徽省,江西省,湖南省,湖北省,重庆市,天津市,北京市,上海市,河北省,广东省",2018.06.25-2019.06.25
908,慈恩基金会善缘广结助学金2018—云南南涧助学活动,慈恩基金会有限公司,南涧县教育局,云南省,2018.08.12-2019.08.12
907,慈恩基金会善缘广结助学金2018--云龙县,慈恩基金会有限公司,云龙县委统战部（县侨办）,云南省,2018.07.26-2019.07.25
906,摘星计划助学启动,摘星计划,怀集中学,广东省,2018.08.05-2019.08.04
905,贵州省助学探访活动,澳门汇才慈善会,从江县教育和科技局,贵州省,2018.10.17-2018.10.22
904,善啟慈善基金会2018年威宁县爱心扶贫活动,善啟慈善基金会,中国共产主义青年团威宁彝族回族苗族自治县委员会,贵州省,2018.08.02-2018.12.31
903,香港行慈基金会助学活动,行慈基金会,中国共产主义青年团长顺县委员会,贵州省,2018.08.01-2018.08.31
902,摘星计划助学启动,摘星计划,广东肇庆广宁县教育局学生资助管理办公室,广东省,2018.08.05-2019.08.04
901,2018年海外华裔青少年“中国寻根之旅”夏令营,中美国际文化交流协会 ,台山市新宁杂志社,广东省,2018.07.25-2018.08.04
900,当代仁爱会2018年在中国境内慈善活动,当代仁爱会,中华慈善总会,"陕西省,江西省,山东省,广东省,安徽省,河北省,湖南省,辽宁省",2018.08.04-2019.08.04
899,慈福行动A,慈福行动有限公司,中华慈善总会,"甘肃省,四川省,青海省,贵州省,云南省,陕西省,山西省,重庆市,广西壮族自治区,内蒙古自治区,黑龙江省,江西省,河北省,安徽省,海南省,河南省",2018.08.04-2019.08.04
898,慈福行动B,慈福行动有限公司,中华慈善总会,"甘肃省,陕西省,宁夏回族自治区,山西省,广西壮族自治区,云南省,河北省,青海省",2018.08.04-2019.08.04
897,慈福行动D,慈福行动有限公司,中华慈善总会,"陕西省,云南省,四川省,吉林省,江西省",2018.08.04-2019.08.04
896,慈福行动C,慈福行动有限公司,中华慈善总会,"陕西省,北京市,上海市,重庆市,广西壮族自治区,云南省,青海省,湖北省,甘肃省,宁夏回族自治区,河北省,四川省,内蒙古自治区,黑龙江省,江西省,河南省",2018.08.04-2019.08.04
895,明德慈善会与我会开展“四援助”项目,明德慈善会,广东省妇女儿童基金会,广东省,2018.08.01-2019.08.01
894,2018年12月 阳山县“关怀送暖”活动,力行植林慈善基金会,阳山县残疾人联合会,广东省,2018.12.05-2018.12.12
893,2019年5月 阳山县“扶贫复明”活动,力行植林慈善基金会,阳山县残疾人联合会,广东省,2019.04.14-2019.05.30
892,2018年10月 阳山县“扶贫复明”活动,力行植林慈善基金会,阳山县残疾人联合会,广东省,2018.09.15-2018.10.30
891,资助学生及家长座谈会暨家访活动,关顾童心行动有限公司,韶关市曲江区志愿者协会,广东省,2018.08.03-2018.08.05
890,会议及助学家访活动,玉清慈善基金受托人法团,韶关市曲江区志愿者协会,广东省,2018.07.28-2018.07.30
889,“2018中国心·粤澳情”开平站,澳门开平青年会,广东省开平市塘口镇社会事务办公室,广东省,2018.07.23-2018.07.24
888,佛教通用数字档案馆,佛教数字资源中心,浙江大学佛教资源与研究中心,浙江省,2018.07.01-2019.06.30
887,天台鹅耳枥与浙江安息香的保护和恢复,国际植物园保护联盟,浙江省林业科学研究院,浙江省,2018.06.29-2018.12.31
886,2018年 “连州扶贫复明工程,力行植林慈善基金会,连州市人民医院,广东省,2018.08.02-2018.12.31
885,2018和2019封开国际微笑公益行动,香港圆玄学院,广东省封开县中医院,广东省,2018.10.12-2019.10.12
884,2018年童乐助学活动,童飞翔,韶关市乐善义工会,广东省,2018.09.28-2018.09.30
883,香港两地一心怀集助学探访活动,两地一心,怀集县怀城镇中心小学,广东省,2018.07.20-2019.07.20
882,香港慈恩基金－云龙县陈绵昌希望小学建设项目,慈恩基金会有限公司,云龙县委统战部（县侨办）,云南省,2018.07.26-2019.07.25
881,善启慈善基金会2018年大方县爱心扶贫活动,善启慈善基金会,共青团大方县委,贵州省,2018.07.20-2018.12.20
880,2018童语人生夏令营活动,香港中华基督教青年会,昆明市青年志愿者协会,云南省,2018.07.18-2018.07.24
879,罗定市乡村中学英语教师培训班,"中国烛光教育基金有限公司,中国烛光教育基金有限公司",罗定市教育局,广东省,2018.07.16-2018.07.24
878,开展“中国近代史、国情和中华优秀传统教育”培训,"澳门 中西创新学院,澳门中西创新学院",中国社会科学院 社会发展战略研究院,北京市,2018.07.18-2018.12.31
877,中山大学—UBC医科合作项目,澳门霍英东基金会,广东省中山大学教育发展基金会,广东省,2018.09.28-2019.05.20
876,2018年聘用香港督导为社工开展实务督导培训事宜,香港路德会有限公司,广州市普爱社会工作服务社,广东省,2018.07.20-2019.07.20
875,医学院关爱女性健康公益基金,香港浙江大学教育基金会有限公司,浙江大学教育基金会,浙江省,2018.06.22-2019.06.21
874,香港思源奖助学金,思源基金会,浙江大学教育基金会,浙江省,2018.07.02-2019.07.01
873,英国贝利?马丁基金会来疆访问,英国贝利马丁基金会,新疆维吾尔自治区第六人民医院,新疆乌鲁木齐市新市区,2017.09.01-2017.11.29
872,英国贝利马丁基金会对克拉玛依尚善社会工作服务社资助,贝利•马丁基金会,克拉玛依区尚善社会工作服务社,新疆维吾尔自治区,2018.02.24-2019.02.24
871,中国烟草税研究,国际防痨和肺部疾病联合会,清华大学,-,2018.07.20-2019.05.31
870,以色列与犹太文化研究项目,以色列研究院,清华大学教育基金会,北京市,2018.08.01-2019.07.31
869,资助红河州四所道明小学日常开支及教师工资项目,澳门圣保禄学校,云南华商公益基金会,云南省,2018.07.10-2019.07.09
868,接受香港鲍广桓儿童慈善基金捐赠,鲍广桓儿童慈善基金,广州市金丝带特殊儿童家长互助中心,广东省,2018.06.30-2018.12.31
867,临时活动名称	中国海洋大学第十届永旺奖学金评选,公益财团法人永旺1%俱乐部,山东省中国海洋大学教育基金会,山东省,2018.07.01-2018.08.17
866,增权视角下失独老人社会工作介入研究科研项目,凯瑟克基金,重庆师范大学历史与社会学院社会工作系,重庆市,2018.01.05-2018.12.30
865,助明行动——白内障扶贫手术项目,助视会,温州医科大学附属眼视光医院,"浙江省,贵州省,湖南省,四川省,西藏自治区",2018.07.01-2019.06.30
864,约翰•凯瑟克爵士社会工作奖励计划,凯瑟克基金会,中国社会工作教育协会,广东省,2018.07.01-2019.06.30
863,中国社会工作教育协会三年发展项目,凯瑟克基金会,中国社会工作教育协会,"北京市,湖北省,四川省,重庆市,福建省,上海市",2018.07.01-2019.06.30
